"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"462",0,0,0,0,0,0,0,NA,NA,7818.68325089123
"1057",0,0,0,0,0,0,0,NA,NA,10084.0052457429
"1194",0,0,0,0,0,0,0,NA,NA,89371.3727739376
"1977",0,113,0,0,0,0,1,NA,0,4443.4624641868
"1778",0,0,0,2,0,0,0,NA,0,4644.97683425707
"1994",0,0,0,0,0,0,0,NA,NA,57078.4255854648
"1604",0,0,0,0,0,0,0,NA,NA,102280.334704666
"1458",10,0,0,0,0,0,0,NA,0,6922.08082857418
"2747",0,0,0,0,0,0,0,NA,NA,176827.790055791
"1664",0,0,0,0,0,0,0,NA,NA,156237.404934529
"2290",2,0,0,0,0,0,0,NA,0,131457.816780197
"2353",158,0,0,0,0,0,1,NA,0,19168.2257482617
"859",0,0,0,0,25,0,1,NA,0,8219.4246978862
"91",0,0,0,0,0,0,0,0,0,20143.3418725217
"123",0,0,0,0,0,0,0,NA,NA,100874.374910205
"774",4,0,0,0,0,0,1,NA,NA,99169.3762724205
"9",0,0,0,0,0,0,0,NA,NA,14008.8570782595
"1063",0,0,0,0,0,0,0,NA,NA,12921.1626056794
"1956",30,0,0,0,0,0,0,NA,0,21567.3658406692
"101",0,0,0,0,0,0,0,NA,NA,88287.3997896619
"235",60,0,0,0,0,0,0,NA,0,10363.5968910684
"72",14,0,0,0,0,0,0,NA,0,11568.5587001765
"2362",0,0,0,0,0,0,0,NA,NA,17284.9529237655
"2008",1,0,0,0,0,0,1,NA,0,22604.1084885307
"460",0,0,0,0,0,0,0,NA,NA,149262.546473118
"1168",0,0,0,0,0,0,0,NA,NA,48729.1956024073
"2048",0,30,0,0,0,0,0,NA,0,12631.419259799
"775",0,0,10,0,0,0,1,NA,0,16671.494274495
"1776",0,10,0,0,0,0,0,NA,0,30702.0076824561
"1727",0,0,0,0,0,0,0,NA,NA,152606.581543715
"2627",23,0,0,0,0,0,0,NA,0,17472.9285588936
"1246",15,0,0,0,0,0,0,NA,NA,12741.3024440703
"1047",0,0,0,0,0,0,0,NA,NA,229113.057811756
"1589",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1178",0,0,0,0,0,10,0,NA,0,13313.1387116829
"1331",0,0,0,0,0,0,1,1,NA,9606.77856654345
"900",0,0,60,0,0,0,0,NA,NA,10373.0952806464
"2505",0,0,0,0,0,0,1,1,NA,73767.5868448248
"1510",7,0,0,0,0,0,1,NA,0,8332.32080106236
"2035",0,0,135,0,0,0,1,NA,0,15892.2268997907
"219",0,0,0,0,0,0,0,NA,NA,274154.73427567
"2536",0,0,0,0,0,0,0,NA,NA,11920.6620766125
"667",0,0,0,0,0,0,0,NA,NA,18518.9897006938
"1305",0,0,0,0,0,0,0,NA,NA,142433.577502713
"2683",0,0,0,0,0,0,0,NA,NA,12710.5291824831
"146",0,0,0,0,0,0,0,NA,NA,6460.64879028156
"86",0,0,0,0,0,0,0,NA,NA,83459.7431488166
"1995",0,0,0,0,0,0,0,0,NA,17055.3419543361
"2571",0,0,0,0,0,0,0,NA,NA,106089.853600902
"1052",5,0,0,0,0,0,1,NA,0,11040.249853674
"1669",50,0,0,0,0,0,1,NA,0,79232.9184367562
"2471",0,0,0,0,0,0,0,NA,NA,124006.561923337
"919",70,0,0,0,0,0,1,0,0,15285.7172367882
"543",0,0,0,0,0,0,0,NA,NA,189445.892991535
"1470",0,0,0,0,0,0,0,NA,NA,116816.203081445
"2375",35,0,0,0,0,0,0,NA,0,12053.8050975496
"153",0,0,0,0,0,0,0,NA,NA,91374.7750329034
"27",0,0,15,0,0,0,0,NA,0,33708.9227378221
"174",0,0,0,0,0,0,0,NA,NA,66645.7590454289
"1972",0,0,0,0,0,0,0,NA,NA,32234.0507048054
"783",0,0,0,0,0,0,0,NA,NA,11654.6198810987
"2256",0,0,68,0,0,0,1,NA,0,16340.5800548416
"1779",113,0,0,0,0,0,0,NA,0,72499.0976126488
"2539",0,0,0,0,0,0,0,NA,NA,74871.9890176923
"1401",6,0,0,0,0,0,0,NA,0,41362.2888429584
"1623",15,0,0,0,0,0,0,NA,0,7222.44164555111
"2657",0,0,0,0,0,0,0,NA,NA,71082.2048849951
"2789",0,0,0,0,0,0,0,NA,NA,178739.265464043
"1201",0,0,0,0,0,0,0,NA,NA,36406.2686409851
"2838",0,0,0,0,1,0,1,1,0,56947.8878730795
"2847",0,0,0,0,0,0,0,NA,NA,54267.0987802127
"1809",0,0,0,0,0,0,0,NA,NA,27165.5990809287
"860",5,0,0,0,0,0,1,NA,0,23949.8021730326
"2417",113,0,0,0,0,0,0,NA,0,12218.4471060995
"2561",0,0,0,0,0,0,0,NA,NA,151199.273481863
"971",0,0,0,0,0,0,0,NA,NA,84337.1828156081
"2086",0,0,0,0,0,0,0,NA,NA,64732.2249619455
"925",90,0,0,0,0,0,0,NA,0,10911.5086737084
"553",0,0,0,0,0,0,0,NA,NA,68583.2295761783
"548",0,0,0,0,0,0,1,1,NA,12291.3271605139
"242",0,0,0,0,0,0,0,NA,NA,141314.250988384
"1462",45,0,0,0,0,0,0,NA,0,12291.3271605139
"1805",6,0,0,0,0,0,0,1,0,8111.66777141428
"934",0,0,0,0,0,0,0,NA,NA,41927.4618564858
"2321",0,0,0,3,0,0,0,NA,0,38231.5100701756
"1479",0,0,0,0,0,0,0,NA,NA,31476.4159733957
"438",0,0,0,0,30,0,1,NA,0,17557.4932991448
"668",0,0,0,0,0,5,0,NA,0,4091.44062746239
"856",0,0,0,0,0,0,0,NA,NA,8351.00069199153
"2205",0,0,0,0,0,0,1,NA,0,17452.9357265375
"512",0,0,0,0,0,0,0,0,NA,9576.49875623477
"2352",0,0,0,0,0,30,1,NA,0,7907.89823495777
"555",0,0,0,0,0,0,0,NA,NA,43357.4496284897
"2066",0,0,0,0,0,0,0,NA,NA,42424.0643390705
"2549",0,0,0,0,20,0,1,0,0,7101.216006081
"280",0,0,15,0,0,0,1,NA,0,9411.52228965812
"867",0,0,0,0,0,0,0,NA,NA,171203.594613923
"850",0,0,0,0,0,0,0,0,NA,6880.86482738606
"929",0,0,0,0,0,21,0,NA,0,20580.0525551037
"2812",0,0,0,0,0,0,0,0,NA,12291.3271605139
"924",8,0,0,0,0,0,1,0,0,12782.441283811
"18",1,0,0,0,0,0,0,NA,0,9449.6125219686
"624",0,0,0,0,0,0,1,1,NA,14325.1247972051
"1382",0,0,0,0,0,10,1,NA,0,10537.2541162836
"2620",1,0,0,0,0,0,0,NA,0,11567.180526184
"793",0,0,30,0,0,0,0,NA,0,36086.7455304198
"1478",0,0,30,0,0,0,0,NA,NA,29861.0693203331
"1716",0,0,0,0,0,0,0,NA,NA,70681.7317728691
"607",45,0,0,0,0,0,0,NA,0,20884.9450919346
"1109",0,0,0,0,0,0,0,0,NA,13358.2857078518
"1706",NA,0,0,0,0,0,0,0,0,13744.3763470212
"216",0,0,0,0,0,0,0,NA,NA,100608.773404541
"558",0,0,0,0,0,0,1,NA,0,19793.9581842019
"2522",0,0,0,0,0,0,0,0,NA,47479.401076009
"769",0,0,0,0,0,0,1,1,NA,10076.0300728985
"1902",0,0,0,0,0,0,0,NA,NA,35269.6022242749
"974",0,0,0,0,0,0,0,NA,NA,77942.8681687178
"2348",0,0,0,0,0,0,0,NA,NA,251053.248035079
"989",0,0,0,0,0,0,0,NA,NA,83982.5310118531
"2583",0,0,0,0,0,0,0,NA,NA,60993.3964054344
"1213",0,0,0,0,0,0,0,NA,NA,202640.380386607
"690",0,0,0,0,0,0,0,NA,NA,33625.5855936839
"2277",0,0,0,0,0,0,0,NA,NA,20796.1742910684
"1764",23,0,0,0,0,0,1,NA,0,7460.09054646327
"2354",20,0,0,0,0,0,0,NA,0,48812.387621794
"2842",20,0,0,0,0,0,0,NA,0,21567.3658406692
"1671",30,0,0,0,0,0,1,NA,0,10623.7187819728
"2759",5,0,0,0,0,0,0,NA,0,7315.02614015216
"1434",1,0,0,0,0,0,1,NA,0,44128.1445152274
"303",0,0,0,45,0,0,0,NA,0,21238.354637919
"1668",0,0,0,0,0,0,0,NA,NA,37225.8120073747
"2275",0,0,0,0,0,0,0,NA,NA,60731.2728360092
"2390",15,0,0,0,0,0,0,NA,0,12901.4068233625
"139",0,0,0,0,0,0,0,NA,NA,9998.64249439678
"2398",0,0,0,0,0,0,0,NA,NA,9047.4394297413
"1393",15,0,0,0,0,0,0,NA,0,9921.61452430036
"2811",10,0,0,0,0,0,1,0,0,22417.1278174895
"1119",0,0,0,0,0,0,0,NA,NA,60231.0327491586
"1762",0,0,0,0,0,0,0,NA,NA,183063.24465372
"988",0,0,0,0,0,0,0,NA,NA,117721.16812949
"158",0,0,0,0,0,0,0,0,NA,5759.86981295425
"185",0,0,0,0,0,7,0,NA,0,17902.8072466286
"1752",4,0,0,0,0,0,0,NA,0,13647.0794816273
"272",0,0,0,0,0,0,0,0,NA,74190.5031401989
"2821",0,0,0,0,0,0,0,NA,NA,197239.420712327
"2092",5,0,0,0,0,0,1,1,0,33865.8808622741
"1666",0,0,0,0,0,45,1,NA,0,6298.80175138192
"520",0,0,0,0,0,0,0,NA,NA,32667.1428184008
"351",8,0,0,0,0,0,0,NA,0,13319.7360519439
"1412",115,0,0,0,0,0,1,NA,0,13513.8510576318
"2452",0,0,0,0,0,0,0,NA,NA,69625.7276702026
"1350",0,0,0,0,0,0,0,NA,NA,18944.6885103641
"1165",0,0,0,0,0,0,0,NA,NA,140718.997413338
"2420",63,0,0,0,0,0,1,0,0,20935.8620788152
"206",0,0,0,0,0,0,1,1,NA,47154.5325147182
"138",0,0,0,0,0,0,0,NA,NA,297805.523226058
"1598",0,0,0,0,0,0,0,NA,NA,229539.375914531
"2328",0,0,0,0,0,0,0,NA,NA,70681.7317728691
"887",0,0,0,0,0,0,0,NA,NA,147907.40343074
"1593",47,0,0,0,0,0,0,1,0,8167.49699354777
"2438",10,0,0,0,0,0,1,0,0,4038.92839698658
"2758",0,0,0,0,0,0,0,NA,NA,43712.4198214136
"1038",0,0,0,0,0,0,0,NA,NA,127848.421897142
"1850",0,0,0,0,0,0,0,NA,NA,122602.119222788
"1585",15,0,0,0,0,0,0,NA,1,27288.1398531216
"452",0,0,0,0,0,0,0,NA,NA,12823.1985468192
"1075",0,0,0,0,0,0,1,1,NA,9772.12772285885
"700",20,0,0,0,0,0,0,NA,0,38894.0938123194
"89",23,0,0,0,0,0,1,NA,0,7964.33097237048
"973",0,0,0,0,0,0,0,NA,NA,23308.9897268427
"1574",0,0,0,0,5,0,0,NA,0,10416.1998012423
"1508",0,0,0,0,0,0,0,NA,NA,30771.3228968197
"112",0,0,0,0,0,0,0,NA,NA,134201.016905628
"411",0,0,0,0,0,0,1,1,0,14694.2395696866
"47",NA,0,0,0,0,0,1,NA,0,13444.0168799333
"1869",35,0,0,0,0,0,1,NA,0,12502.598635971
"2361",30,0,0,0,0,0,1,NA,0,55520.5148115247
"2299",0,0,0,0,0,0,0,NA,NA,41093.602994997
"375",0,0,0,0,0,0,0,NA,NA,53436.122063826
"1750",0,0,0,0,0,0,0,NA,NA,18934.1316106005
"409",0,0,0,0,0,0,1,1,NA,9622.26824325333
"1417",0,0,0,0,0,0,0,0,NA,5910.07338553927
"1170",50,0,0,0,0,0,0,NA,0,12291.3271605139
"2632",0,0,0,0,0,0,0,NA,NA,42140.3462270273
"1944",15,0,0,0,0,0,1,NA,0,72710.9236921613
"2576",0,0,0,0,0,0,0,NA,NA,11065.7829113286
"184",0,0,0,0,0,0,0,NA,NA,92545.6644629852
"1254",20,0,0,0,0,0,1,NA,0,36586.874991223
"1783",0,0,0,0,0,0,0,NA,NA,125058.239539281
"2264",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"1597",105,0,0,0,0,0,0,NA,0,21928.0913749381
"1243",0,0,0,0,0,NA,0,NA,0,12953.0641668609
"2501",45,0,0,0,0,0,0,NA,0,8308.33571834665
"797",0,0,0,0,0,20,0,NA,0,47135.8152917496
"2656",NA,0,0,0,0,0,1,1,1,10563.2181990348
"62",0,0,0,0,0,0,0,NA,NA,25904.0162233854
"395",0,0,0,0,0,0,0,NA,NA,45547.8891585334
"1480",0,0,0,0,0,0,0,NA,NA,21945.189148111
"1697",0,60,0,0,0,0,1,NA,0,17909.6857528785
"801",0,0,30,0,0,0,1,NA,0,12210.0228524898
"398",0,0,10,0,0,0,0,NA,0,59094.0417915152
"2718",0,0,0,0,0,0,0,NA,NA,184779.639726684
"2041",0,0,0,0,0,0,0,NA,NA,43937.8091463506
"2250",90,0,0,0,0,0,1,NA,1,13589.7704470299
"2122",0,0,0,0,0,0,0,NA,0,9593.22931383198
"1567",0,40,0,0,0,0,0,NA,0,41670.6092097436
"1979",0,40,0,0,0,0,1,NA,0,25334.3521098663
"677",0,0,0,0,0,0,1,1,NA,16308.5804863173
"1881",0,0,0,1,0,0,0,0,NA,26408.7023736126
"1629",0,0,0,0,0,0,0,NA,NA,91399.2455376708
"2276",40,0,0,0,0,0,1,NA,0,17910.5844083894
"733",20,0,0,0,0,0,1,NA,0,15583.8260428996
"2363",0,0,0,0,0,0,0,NA,NA,36637.0630557044
"328",15,0,0,0,0,0,0,0,0,14215.0610157082
"1694",0,0,0,0,0,0,0,NA,NA,33476.319518214
"306",20,0,0,0,0,0,0,1,0,22149.2987233562
"2585",158,0,0,0,0,0,1,NA,1,17621.0973232902
"276",0,0,0,0,45,0,1,NA,0,6809.20487891372
"2404",0,0,0,0,0,0,1,NA,0,7818.68325089123
"1997",15,0,0,0,0,0,1,NA,0,12173.4370504856
"1376",7,0,0,0,0,0,0,NA,0,9217.53104464162
"224",0,0,0,0,0,0,0,0,NA,8111.66777141428
"2147",10,0,0,0,0,0,0,NA,0,20112.7336139581
"1456",0,0,0,0,0,0,0,0,NA,9149.97890635684
"2800",0,0,15,0,0,0,1,NA,0,26861.9143607453
"2735",0,0,0,0,0,0,0,NA,NA,53954.282228328
"140",0,0,0,10,0,0,0,NA,NA,18822.2222668441
"2832",0,0,0,0,0,0,0,NA,NA,42866.6047755799
"2440",0,0,0,0,0,0,0,NA,NA,60800.877544526
"2174",0,0,0,0,0,0,0,NA,NA,189742.951406701
"782",2,0,0,0,0,0,0,NA,0,32072.6712179102
"200",0,0,0,0,0,0,0,NA,NA,184501.545676194
"389",0,0,0,0,0,0,0,NA,0,9575.34290891057
"1221",0,0,0,0,0,0,0,NA,NA,180354.63485967
"1396",0,0,0,0,0,0,0,NA,NA,51523.9790727719
"827",0,0,0,36,0,0,1,NA,1,9370.53259736188
"750",0,0,0,0,0,0,0,NA,0,14293.9366564048
"1451",5,0,0,0,0,0,1,NA,0,8852.85431882437
"2825",0,0,0,0,0,0,0,NA,NA,130713.022299872
"1754",0,0,0,0,9,0,1,1,0,33468.1053641497
"2289",0,0,0,0,15,0,1,0,0,44722.4717931339
"1415",0,0,0,0,0,0,0,NA,NA,39970.8885462529
"1425",0,0,0,0,0,0,0,NA,NA,110705.858789945
"1233",5,0,0,0,0,0,0,NA,0,11920.6620766125
"13",0,0,0,0,0,0,0,NA,NA,210656.349966283
"749",0,0,0,0,0,0,0,NA,NA,72142.9975785468
"2602",0,0,0,0,0,0,0,NA,NA,156237.404934529
"537",0,0,0,0,0,0,0,NA,0,8768.7745849577
"203",0,0,0,0,0,0,0,NA,NA,50780.0036377542
"291",45,0,0,0,0,0,0,NA,0,14168.5896213084
"2547",46,0,0,0,0,0,0,NA,0,12262.700352278
"869",16,0,0,0,0,0,1,NA,0,16003.0222553316
"1195",68,0,0,0,0,0,0,NA,NA,10453.7196377335
"1332",0,0,0,0,0,0,0,NA,NA,23739.2727714564
"1377",30,0,0,0,0,0,0,NA,0,10368.7746352238
"435",0,0,0,0,0,0,0,NA,NA,60279.277027729
"614",0,55,0,0,0,0,1,NA,0,26985.4432414831
"1874",0,0,0,0,0,0,0,NA,NA,12325.9167894237
"1791",25,0,0,0,0,0,0,NA,1,4816.02762884995
"1601",0,0,0,0,0,0,0,NA,NA,113205.617299962
"678",0,0,0,0,0,0,1,0,0,57355.8985015877
"1620",0,0,0,0,0,0,0,0,0,33022.8019415525
"1344",0,0,0,0,2,0,0,NA,0,7231.64738395703
"1269",0,0,0,0,0,0,0,NA,NA,60993.3964054344
"2298",0,0,0,0,0,0,0,NA,NA,63711.3980454024
"1504",0,40,0,0,0,0,1,NA,0,31282.3034055172
"1105",20,0,0,0,0,0,0,NA,0,8351.00069199153
"2187",0,0,0,0,0,0,0,NA,NA,51482.5376096483
"2079",3,0,0,0,0,0,0,NA,0,20470.9625706633
"143",0,0,0,0,0,0,0,NA,NA,14237.1903451381
"178",0,0,0,0,0,0,0,NA,NA,233592.069896174
"456",0,0,0,0,0,0,0,NA,NA,16634.8258969725
"1322",0,60,0,0,0,0,1,NA,1,14634.2623756199
"2178",0,0,0,0,0,0,0,NA,NA,48688.502249883
"1476",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1196",0,0,0,0,0,0,0,NA,NA,56301.0730869871
"2193",5,0,0,0,0,0,0,NA,0,7925.50400667959
"403",0,0,0,0,0,0,0,NA,NA,83089.8259114145
"2569",0,0,0,0,0,0,0,NA,NA,122009.020428815
"2577",0,0,0,0,NA,0,0,NA,0,11071.7849139088
"2573",0,0,0,0,0,0,0,0,NA,16304.9202722109
"500",0,0,0,0,0,0,0,NA,NA,188527.744494051
"2061",0,0,135,0,0,0,1,NA,0,24881.8107463809
"270",0,0,68,0,0,0,1,NA,0,17279.6971553869
"1613",0,113,0,0,0,0,0,NA,0,36938.1431497604
"717",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"2442",68,0,0,0,0,0,0,NA,0,12086.2294585598
"1216",0,0,0,0,0,0,0,NA,NA,268595.292372502
"1313",35,0,0,0,0,0,1,NA,0,12302.6805576344
"745",1,0,0,0,0,0,1,1,0,59072.5857046352
"2367",0,0,0,0,0,0,0,NA,NA,14969.7165016257
"1336",0,0,0,0,0,0,1,NA,1,26273.8991177127
"2271",10,0,0,0,0,0,1,NA,0,10916.987824325
"2070",25,0,0,0,0,0,0,NA,0,11568.5587001765
"37",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"2624",0,0,0,0,0,0,0,NA,NA,17378.9522790571
"1111",0,0,0,0,6,0,0,NA,0,4624.54609916649
"1040",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"1858",0,0,0,0,0,15,0,NA,0,14969.7165016257
"1103",0,0,0,0,0,0,0,NA,NA,39709.7980427843
"1037",40,0,0,0,0,0,0,NA,0,21681.8309754245
"1001",0,0,0,0,0,0,0,NA,NA,51826.5895167001
"826",0,0,0,0,12,0,1,0,0,25173.9324042901
"1527",0,0,0,0,0,0,0,NA,NA,17046.692460311
"51",203,0,0,0,0,0,0,NA,0,8707.45600896384
"1628",0,5,0,0,0,0,0,NA,0,103291.58835513
"1095",0,0,0,0,10,0,1,NA,0,10568.5057549408
"746",0,0,0,0,0,0,0,NA,NA,20476.7247359572
"267",0,0,0,0,0,0,1,1,NA,26534.4966974155
"605",0,0,0,0,0,0,0,NA,NA,95600.8931737137
"805",0,0,0,0,0,0,0,NA,NA,5506.33588786926
"396",0,0,0,0,0,0,0,NA,NA,45423.5224754015
"1394",5,0,0,0,0,0,1,NA,0,30123.9253317703
"2150",15,0,0,0,0,0,0,NA,0,7115.75696122007
"122",45,0,0,0,0,0,1,NA,0,11692.8494282231
"188",113,0,0,0,0,0,1,NA,0,22761.0324088966
"434",0,0,0,0,0,0,0,NA,NA,36726.0056511344
"626",0,0,0,0,0,0,0,NA,NA,4157.16265885058
"2771",60,0,0,0,0,0,0,0,0,8182.32769545969
"880",0,0,0,0,0,0,0,NA,NA,126375.389362635
"2639",0,0,0,0,10,0,1,NA,0,4815.50971878191
"544",0,0,0,0,0,0,1,NA,0,4800.99716801963
"2591",0,0,0,0,0,20,0,NA,0,6600.49837030156
"2687",0,0,0,0,7,0,0,NA,0,10368.7746352238
"2807",0,0,0,0,0,0,1,NA,0,16789.3862507557
"1769",0,0,68,0,0,0,1,NA,1,21103.7772800827
"1552",0,0,0,0,0,0,0,NA,NA,127980.081595416
"1523",0,0,0,0,0,10,0,NA,0,15029.5915418904
"161",0,0,0,7,0,0,1,NA,0,47511.0486506051
"1852",0,0,0,0,0,0,0,NA,NA,31564.7751265188
"892",0,0,0,0,28,0,1,NA,0,9476.94932929168
"1493",0,0,0,0,0,0,0,NA,NA,81698.0876181474
"535",0,0,0,0,0,10,0,NA,1,17902.8072466286
"1823",0,0,0,0,0,0,0,0,NA,15811.1126778981
"2537",0,0,0,0,10,0,1,NA,0,26685.8976542772
"847",NA,0,0,0,0,0,0,NA,0,82389.9845485196
"2125",0,0,0,0,1,0,0,NA,0,22902.1588547631
"848",0,0,0,0,0,3,1,NA,0,18262.3232621192
"938",7,0,0,0,0,0,0,NA,0,6658.52523598592
"1227",90,0,0,0,0,0,1,1,0,14293.9366564048
"2675",0,0,0,0,0,0,1,1,NA,13741.881722624
"2669",3,0,0,0,0,0,0,NA,0,17557.4932991448
"2707",0,0,0,0,0,0,0,NA,NA,12617.9853319098
"2188",0,0,0,0,0,0,0,NA,NA,110705.858789945
"2514",0,0,0,0,0,0,0,NA,NA,16620.4107755927
"1587",0,0,0,0,0,0,0,NA,NA,8549.057155475
"1300",0,0,0,0,0,0,0,NA,NA,71082.2048849951
"2063",55,0,0,0,0,0,1,NA,0,8197.32262916472
"594",0,0,0,0,0,0,0,0,NA,59114.6843996408
"889",0,0,0,0,0,0,0,NA,NA,127656.452909272
"1444",0,0,0,0,0,0,0,0,NA,47337.530802796
"2201",0,0,0,0,0,0,0,NA,NA,51495.5222683738
"1502",0,40,0,0,0,0,1,NA,0,51503.0164285501
"1864",0,0,0,5,0,0,0,NA,0,26468.5568048244
"807",0,0,0,0,0,0,0,NA,NA,68758.5497707567
"2227",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2720",28,0,0,0,0,0,0,NA,0,19492.9647471909
"1903",0,0,0,0,0,0,0,NA,NA,10684.5129305592
"1646",0,0,0,0,0,0,0,NA,NA,85743.4932805217
"875",10,0,0,0,0,0,0,NA,0,4257.1268806821
"899",0,0,0,0,0,0,0,NA,NA,7132.18629132531
"198",25,0,0,0,0,0,0,NA,0,14142.305733025
"819",0,0,0,0,0,0,0,NA,0,7539.71271143255
"2027",90,0,0,0,0,0,0,NA,0,18891.573969838
"2190",0,0,0,0,0,0,0,NA,NA,189445.892991535
"2794",0,0,0,0,0,0,0,NA,NA,43563.2067883604
"1907",0,0,0,0,0,0,0,NA,NA,42440.4122751045
"2784",NA,NA,NA,NA,NA,NA,1,0,0,13674.5506331045
"401",0,0,0,0,0,0,0,NA,NA,38860.645688623
"2575",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2422",45,0,0,0,0,0,1,NA,1,16687.9002866088
"2719",0,0,0,0,0,0,0,0,NA,8425.74568633332
"2306",0,0,0,0,0,0,0,NA,NA,63516.867538643
"1659",113,0,0,0,0,0,0,NA,0,26612.6676199004
"1306",0,0,0,0,45,0,0,NA,0,10368.7746352238
"560",0,0,0,0,0,0,0,NA,NA,334493.393870968
"109",0,0,0,0,0,0,0,NA,NA,13313.1387116829
"2240",0,0,0,0,0,0,0,NA,NA,7456.251000417
"2141",40,0,0,0,0,0,0,NA,0,12987.2140128543
"907",45,0,0,0,0,0,0,1,NA,9723.51446792321
"1428",20,0,0,0,0,0,0,NA,0,10568.5057549408
"2033",0,0,0,0,0,0,0,NA,NA,17348.7239417459
"854",45,0,0,0,0,0,0,NA,0,12262.700352278
"1222",0,0,0,0,0,0,0,NA,NA,273797.638573753
"1605",0,0,0,0,0,0,0,NA,1,10943.5479748915
"1676",0,0,0,0,0,0,0,NA,0,28315.4623035463
"2730",0,0,0,0,0,0,0,NA,NA,155749.373418447
"12",40,0,0,0,0,0,1,NA,0,15756.7653192634
"1338",0,0,0,0,0,0,1,1,NA,14111.6919405685
"1260",0,0,0,0,0,0,0,NA,NA,30466.0746529028
"2259",0,0,0,0,0,0,0,NA,NA,24649.2634902841
"2228",0,0,0,0,0,0,0,0,NA,12921.1626056794
"628",50,0,0,0,0,0,0,NA,0,9476.94932929168
"515",0,0,0,0,0,5,0,NA,0,13776.7529479686
"987",0,0,0,0,0,0,0,0,NA,16234.2565578547
"1753",0,0,0,0,0,0,0,NA,NA,173547.106935849
"1118",0,0,0,0,0,0,0,NA,NA,50906.3406121794
"1084",0,0,0,0,0,0,0,NA,NA,121531.653465693
"881",0,0,0,0,0,0,0,NA,NA,109581.818342127
"2848",0,0,0,0,0,0,0,NA,NA,24408.2164014639
"382",0,0,0,0,0,0,0,NA,NA,9427.02055879817
"623",90,0,0,0,0,0,0,NA,NA,30263.9932351049
"345",0,0,0,0,261,0,0,NA,0,8624.37778345928
"1828",0,0,0,0,0,0,0,NA,NA,103208.129030347
"1223",0,0,0,0,0,0,0,NA,NA,48793.6932495298
"612",0,0,0,0,0,0,0,NA,NA,24663.1534222441
"2701",0,0,0,0,0,0,0,NA,NA,48276.0635223407
"2678",5,0,0,0,0,0,0,NA,0,38709.5773781144
"388",0,0,0,0,0,0,0,NA,NA,26634.0450135496
"1116",0,0,0,0,0,0,0,NA,NA,15197.4191352552
"1459",0,60,0,0,0,0,1,NA,0,37022.8020729707
"38",0,0,0,0,0,0,0,0,NA,12879.07376402
"1711",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"2374",0,0,45,0,0,0,1,NA,0,23401.8199665181
"187",25,0,0,0,0,0,0,NA,0,15583.8260428996
"2003",2,0,0,0,0,0,0,NA,0,17209.6696175587
"778",0,0,0,0,0,0,0,NA,NA,66204.5253255822
"1360",0,0,0,0,0,0,0,NA,0,44256.9831060936
"2798",0,0,0,0,0,0,0,NA,NA,48116.4291648094
"1963",0,0,0,0,0,0,0,NA,NA,59386.2470640456
"1093",0,0,0,0,0,0,1,1,NA,11770.6647404374
"4",0,0,0,10,0,0,1,NA,0,37669.5551390128
"1688",0,0,0,4,0,0,1,0,0,41425.8265235162
"2158",15,0,0,0,0,0,0,NA,0,7097.83475880499
"592",0,0,0,0,0,0,0,NA,NA,54266.2372896164
"1759",0,0,0,0,0,0,0,NA,NA,162669.85089531
"239",0,0,0,0,10,0,1,NA,0,13267.5450276278
"2426",0,0,0,0,0,0,0,NA,NA,28626.1534789774
"2168",0,0,0,0,0,0,0,NA,NA,22604.1084885307
"1893",1,0,0,0,0,0,0,NA,0,15651.3477451603
"527",0,0,0,0,0,0,0,NA,NA,81424.5322605766
"662",0,0,5,0,0,0,0,NA,0,28234.0512047046
"510",0,0,0,0,0,0,0,NA,NA,334493.393870968
"125",0,0,0,0,0,0,0,0,NA,12952.2263662046
"1024",261,0,0,0,0,0,0,NA,0,8002.14662743277
"132",30,0,0,0,0,0,0,NA,0,12617.9853319098
"1950",0,0,0,0,0,0,0,NA,NA,114352.166766429
"429",0,0,0,0,0,0,0,NA,NA,87602.2910096625
"1220",0,30,0,0,0,0,1,NA,0,20180.4162302619
"1722",0,0,0,0,0,0,0,NA,NA,110705.858789945
"2731",0,0,0,0,0,0,0,0,NA,17909.6857528785
"1400",90,0,0,0,0,0,0,0,1,15651.3477451603
"1127",0,0,0,0,0,0,0,NA,NA,40673.8021438548
"2739",60,0,0,0,0,0,0,NA,0,4766.12530826746
"1500",0,0,0,0,0,0,0,NA,NA,67820.6885021545
"833",0,0,0,0,0,0,0,NA,NA,49288.0639700754
"914",0,0,0,0,0,0,0,NA,NA,93989.8136584505
"93",0,0,0,8,0,0,1,NA,0,14047.3763627326
"54",0,0,0,0,0,0,0,NA,NA,26293.8457442412
"2706",0,0,0,0,0,0,1,1,NA,16156.4262366485
"2535",0,0,0,0,0,0,1,1,NA,16349.5607305178
